,Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin
5288,"
        Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2200000000.0,74.0,2,2,Tây-Nam,Đông-Bắc,Đầy đủ.,Công ty CP Ngôi sao An Bình,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,Tin thường
5289,"
        Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3700000000.0,96.2,3,2,,,,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0919170379639,105.78500366210899,Tin thường
5290,"
        Dự án Panorama Hoàng Văn Thụ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội
    ",1900000000.0,66.0,2,2,,,,,,20.9848365783691,105.85985565185499,Tin thường
5291,"
        Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",1850000000.0,66.8,2,2,,,Nguyên bản.,Công ty CP Ngôi sao An Bình,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,Tin thường
5292,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1850000000.0,102.0,3,3,Đông-Nam,Đông-Bắc,"Nội thất để lại đồ gắn tường, mang đi đồ điện tử.",Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
5293,"
        Đường Tôn Thất Tùng, Phường Khương Thượng, Đống Đa, Hà Nội
    ",1300000000.0,55.0,2,1,Tây-Bắc,Tây-Bắc,,,,21.0022945,105.829711,Tin thường
5294,"
        Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",2400000000.0,61.79,2,1,Bắc,Nam,,Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
5295,"
        Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội
    ",2350000000.0,73.0,2,1,Đông,Tây,,,,21.0339173,105.8133757,Tin thường
5296,"
        Dự án Chung cư 122 Vĩnh Tuy, Đường Vĩnh Tuy, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",1900000000.0,63.0,2,2,Đông-Bắc,Tây-Nam,Nội thất cơ bản chủ đầu tư,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,Tòa nhà cao 22 tầng nổi và 2 tầng hầm,20.999267578125,105.87572479247999,Tin thường
5297,"
        An Bình Plaza, 97, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",1850000000.0,55.2,2,1,Tây-Nam,Tây-Nam,Nguyên bản cđt,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,31 tầng,21.0309085845947,105.777183532715,Tin thường
5298,"
        Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3700000000.0,102.5,2,2,,,,Công ty TNHH Hanotex,Gồm 2 tháp A và B cao 31 tầng,21.0124912261963,105.811317443848,Tin thường
5299,"
        Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3200000000.0,82.0,3,2,Bắc,Nam,Full.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
5300,"
        Dự án An Bình Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",3050000000.0,92.65,3,2,Đông-Bắc,Đông-Nam,Nguyên bản CĐT,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,31 tầng,21.0309085845947,105.777183532715,Tin thường
5301,"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",3300000000.0,83.0,3,2,,,"Full nội thất gắn tường cao cấp nhập khẩu từ Đức: Trần sàn, tủ bếp gỗ, bếp từ hút mùi, điều hòa, thiết bị bếp và vệ sinh nhà tắm như hình...",Công ty CP Đầu tư Phú Thượng ,,21.081007003784197,105.81809234619101,Tin thường
5302,"
        An Bình Plaza, 97, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2650000000.0,82.77,3,2,,,Nội thất cơ bản CĐT.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,31 tầng,21.0309085845947,105.777183532715,Tin thường
5303,"
        Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",3400000000.0,70.0,2,2,,,"Bàn giao full nội thất cao cấp nhập khẩu: Trần thạch cao, sàn gỗ, cửa chống cháy, khóa từ, điều hòa âm trần, tủ bếp trên dưới, bếp từ, hút mùi, sen vòi, thiết bị nhà tắm đầy đủ...",Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường
5304,"
        Dự án An Bình Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",1850000000.0,55.2,2,1,Đông-Bắc,Tây-Nam,Cơ bản CĐT,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,31 tầng,21.0309085845947,105.777183532715,Tin thường
5305,"
        30B, Đường Đoàn Thị Điểm, Phường Quốc Tử Giám, Đống Đa, Hà Nội
    ",2000000000.0,60.0,2,1,Tây-Bắc,,,,,21.026387300000003,105.8322393,Tin thường
5306,"
        Dự án Xuân Mai Sparks Tower, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội
    ",2500000000.0,120.0,4,2,Tây-Bắc,Tây-Nam,Cao cấp,Công ty CP Đầu tư và Xây dựng Xuân Mai,"03 tòa tháp ABC cao 25 tầng, 02 tầng hầm để xe liên thông giữa các tòa nhà, 01 tầng thương mại, tầng 2 – 25 là khu căn hộ",20.9846420288086,105.77471923828101,Tin thường
5307,"
        Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",3200000000.0,128.0,2,2,Tây-Nam,Đông-Bắc,Đầy đủ nội thất,Tập đoàn CapitaLand,Gồm 5 toà nhà với 1478 căn hộ,20.9865188598633,105.78639984130899,Tin thường
5308,"
        Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội
    ",1400000000.0,43.0,1,2,Tây-Nam,Đông-Bắc,Full nội thất cơ bản.,,,20.9992771148682,105.73811340332001,Tin thường
5309,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1980000000.0,95.0,3,2,Tây-Nam,Đông-Nam,Full đồ nội thất.,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
5310,"
        Startup Tower, Số 91, Đường Ngọc Đại, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",2000000000.0,90.7,3,2,Tây-Bắc,,"Full đồ nội thất xịn xò Nhà rất đẹp nội thất xịn xò bao gồm: Sàn gỗ, trần thạch cao, tivi, tủ lạnh, điều hòa, thiết bị bếp, giường, tủ quần áo, kệ tivi, kệ bếp, tủ bếp, bàn ăn, tủ trang trí, bàn trang",,"29 tầng (1 tầng hầm, 1 tầng bán hầm và 2 tầng thương mại)",20.9939002990723,105.76019287109399,Tin thường
5312,"
        Dự án Gamuda City, Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",2900000000.0,99.46,3,2,,,,Công ty TNHH Gamuda Land Việt Nam,Gồm 2 khu dân cư và 2 trung tâm thương mại cao cấp,20.9698810577393,105.871681213379,Tin thường
5313,"
        Dự án Tây Hồ Residence, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",5350000000.0,95.0,3,2,Bắc,Đông,Full nội thất.,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường
5314,"
        Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội
    ",999000000.0,48.0,1,2,,,,,,21.031921,105.82514,Tin thường
5315,"
        Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội
    ",1120000000.0,55.96,2,1,Tây-Bắc,Đông-Nam,Nguyên bản.,,"5 tòa tháp cao 21 tầng, 1.504 căn hộ",21.0404987335205,105.90479278564501,Tin thường
5316,"
        Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1400000000.0,57.0,2,2,,Đông-Nam,,Công ty TNHH MTV đầu tư Phương Đông,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,Tin thường
5317,"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1750000000.0,81.0,2,2,Đông-Bắc,Đông-Nam,,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường
5318,"
        Phố Khâm Thiên, Phường Ô Chợ Dừa, Đống Đa, Hà Nội
    ",800000000.0,35.0,1,2,,,,,,21.0195916,105.8310963,Tin thường
5319,"
        Dự án Iris Garden, Đường Trần Hữu Dực, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",1950000000.0,60.0,2,2,Đông-Bắc,Tây-Nam,"Nội thất cao cấp chủ đầu tư: Sàn gỗ, thiết bị vệ sinh...",,"Gồm 2 tầng hầm, 5 tháp từ 25-29 tầng",21.0292072296143,105.764450073242,Tin thường
5320,"
        Dự án Intracom Riverside, Đường 19, Xã Vĩnh Ngọc, Đông Anh, Hà Nội
    ",980000000.0,47.0,1,1,,,,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,3 block với tổng số 900 căn hộ,21.1250171661377,105.836883544922,Tin thường
5321,"
        Dự án GoldSeason, Đường Bắc Hồng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội
    ",3600000000.0,101.5,3,2,,Đông-Nam,,,3 khối nhà cao 35 tầng,20.9947719573975,105.80612945556601,Tin thường
5322,"
        Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội
    ",3700000000.0,84.4,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Phát triển tài trợ  Địa ốc R.C,"Gồm 3 toà nhà cao tầng NH1, NH2, NH3",21.068536758422894,105.802764892578,Tin thường
5324,"
        Dự án Comatce Tower, 61 Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",4400000000.0,144.0,4,3,,,,Công ty CP Vật tư Vận tải Xi măng ,"Tòa nhà 21 tầng, gồm khối đế 6 tầng, 2 tòa tháp cao 15 tầng, 2 tầng hầm và 1 tầng mái",20.9994964599609,105.800659179688,Tin thường
5325,"
        C1 C2 Xuân Đỉnh, Ngõ 205, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội
    ",660000000.0,35.0,1,1,Tây-Bắc,Nam,"Tủ bếp, bếp từ, bình nóng lạnh, sàn gỗ, cửa gỗ tự nhiên, thiết bị nhà wc đầy đủ, hệ thống đèn led có sẵn + Đầy đủ nội thất: Tủ bếp, bếp từ, bình nóng lạnh, sàn gỗ, cửa gỗ tự nhiên, thiết bị nhà wc đầy",Công ty CP Thi công cơ giới xây lắp,"Gồm 15 tầng nổi, 450 căn hộ",21.070245742797894,105.791473388672,Tin thường
5326,"
        Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",3600000000.0,88.0,2,2,,,Đầy đủ nội thất.,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường
5327,"
        Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",3100000000.0,86.0,2,2,,,"Đầy đủ đồ nội thất - Hiện đại trang bị đầy đủ đồ nội thất - Hiện đại, khách nước ngoài thuê sắp hết hợp đồng.",Tập đoàn Vingroup,"19 căn / sàn; gồm 2 sảnh A và B; sảnh A:9 căn, sảnh B:10 căn và các căn biệt thự, liền kề",21.0365676879883,105.760482788086,Tin thường
5328,"
        Dự án Iris Garden, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",3500000000.0,131.0,3,3,,,Full,,"Gồm 2 tầng hầm, 5 tháp từ 25-29 tầng",21.0292072296143,105.764450073242,Tin thường
5329,"
        Dự án Hồng Hà Eco City, Xã Tứ Hiệp, Thanh Trì, Hà Nội
    ",2100000000.0,83.34,3,2,,,,,"Gồm công viên cây xanh, các khu vui chơi giải trí, trung tâm thương mại",20.9439792633057,105.855438232422,Tin thường
5330,"
        Dự án Hồng Hà Eco City, Xã Tứ Hiệp, Thanh Trì, Hà Nội
    ",2300000000.0,87.61,3,2,,,,,"Gồm công viên cây xanh, các khu vui chơi giải trí, trung tâm thương mại",20.9439792633057,105.855438232422,Tin thường
5331,"
        Dự án Ha Do Park View, Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",2900000000.0,98.0,2,2,Đông-Bắc,Tây-Nam,,Tập đoàn Hà Đô,Một tòa chung cư cao 32 tầng và 2 tầng hầm,21.027410507202106,105.793510437012,Tin thường
5332,"
        Dự án Hanhud Hoàng Quốc Việt, ngõ 234 Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2400000000.0,89.0,3,2,Đông,Tây,Nội thất cơ bản.,Công ty CP Kinh doanh Phát triển nhà và Đô thị Hà Nội (HanHud),Gồm 1 tầng hầm và 17 tầng nổi,21.049615859985398,105.78385925292999,Tin thường
5333,"
        335 Cầu Giấy, 335, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",2900000000.0,96.0,3,2,,,,Công ty CP Sản xuất Dịch vụ Xuất nhập khẩu Từ Liêm,1 block 17 tầng,21.0352897644043,105.791854858398,Tin thường
5334,"
        Số 16, Đường Trần Hưng Đạo, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội
    ",3700000000.0,54.0,2,2,Tây,Đông,Full.,,,21.0195925,105.85696090000002,Tin thường
5335,"
        Dự án Gamuda City, Phường Yên Sở, Hoàng Mai, Hà Nội
    ",1400000000.0,64.0,2,2,,Đông-Nam,,Công ty TNHH Gamuda Land Việt Nam,Gồm 2 khu dân cư và 2 trung tâm thương mại cao cấp,20.9698810577393,105.871681213379,Tin thường
5336,"
        Dự án KĐT Cổ Nhuế, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3000000000.0,134.0,3,3,Tây,Đông,,Công ty CP Tập đoàn Nam Cường Hà Nội,"Gồm khối văn phòng cho thuê và 3 tòa chung cư CT1, CT2, CT3",21.050373077392603,105.784843444824,Tin thường
5337,"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",4800000000.0,95.0,3,2,,Tây-Bắc,Nội thất đầy đủ.,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường
5338,"
        Dự án Sunshine Riverside, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội
    ",4000000000.0,99.5,3,2,Nam,Đông,"Cửa chính lõi thép chống cháy, cửa kính Low - E, điều hòa âm trần, trần thạch cao, đèn led, sàn gạch và gỗ công nghiệp cao cấp, tủ bếp trên, tủ bếp dưới, thiết bị bếp Hafele (bếp từ 3, máy hút mùi)",Công ty CP Đầu tư Phú Thượng ,,21.083890081988894,105.808822631836,Tin thường
5339,"
        Dự án Sunshine City, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội
    ",3600000000.0,100.0,3,2,Nam,Bắc,Bàn giao full nội thất cao cấp dát vàng.,Công ty CP Tập đoàn Sunshine,69 căn biệt thự liền kề và 1.791 căn hộ,21.0848697954088,105.792900085449,Tin thường
5340,"
        Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội
    ",5000000000.0,107.2,3,2,Bắc,Tây-Nam,Full nội thất cao cấp nhập khẩu.,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường
5341,"
        Dự án Indochina Plaza, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội
    ",9800000000.0,201.0,4,4,Đông-Nam,,,Công ty TNHH Indochina Land,gồm 3 tòa,21.0360012054443,105.78246307372999,Tin thường
5342,"
        Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội
    ",4400000000.0,107.0,2,2,,,,Tập đoàn Vingroup,Gồm: 6 tòa,21.002666473388697,105.8154296875,Tin thường
5343,"
        Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Phúc Đồng, Long Biên, Hà Nội
    ",2048000000.0,83.4,3,2,,Đông-Nam,,Công ty CP Đầu tư Xây dựng số 9 Hà Nội,1120 căn hộ,21.0295810699463,105.850410461426,Tin thường
5344,"
        Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội
    ",1300000000.0,50.0,2,1,Tây,,Full nội thất cao cấp.,,,20.9830759,105.8126459,Tin thường
5345,"
        Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",5200000000.0,107.0,3,2,Đông-Bắc,Tây-Bắc,Hoàn thiện nội thất chủ đầu tư.,Tập đoàn Vingroup,,21.0190830230713,105.78173065185499,Tin thường
5346,"
        Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội
    ",1700000000.0,50.0,2,2,,,,,,20.9986278,105.8604904,Tin thường
5347,"
        Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2050000000.0,66.8,2,2,Tây-Bắc,Đông-Nam,Full đồ.,Công ty CP Ngôi sao An Bình,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,Tin thường
5348,"
        Dự án An Bình City, 232 Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",4300000000.0,112.0,3,2,Bắc,,Full đầy đủ.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường
5349,"
        Golden Westlake, số 151, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",4600000000.0,86.0,2,2,,,Đầy đủ.,Công ty Liên doanh Hà Việt – Tungshing,2 tòa tháp đôi cao 23 tầng,21.043420791626,105.821563720703,Tin thường
5351,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",6800000000.0,143.0,4,3,,Đông-Nam,Full đồ chủ đầu tư.,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
5352,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4350000000.0,96.0,3,2,Bắc,Nam,Bán full đồ.,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
5353,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4350000000.0,96.0,3,2,,Nam,Bán full đồ,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
5354,"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",13000000000.0,240.0,6,3,,Đông-Nam,Bán full đồ,Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường
