TITLE,Dia Chi,Loai Thong Tin,So Phong Ngu,So Toilet,Huong Nha,Ban Cong,Muc Gia,Dien Tich,Ngay Dang,Anh chup
" CC cần bán gấp căn hộ 3PN, tầng 25, 94m2, full nội thất cao cấp, giá 2.15 tỷ, có sổ hồng","Dự án Green Pearl 378 Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Tây,2.15 tỷ,94 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170447-13e3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170447-fb42_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170836-d308_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005170444-7eae_wm.jpg']"
 CC cần tiền bán nhanh căn 2PN sáng Times City giá 2.950 tỷ full nội thất,,,,,,,2.9 tỷ,2 PN,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162305-afc3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162305-eb66_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162322-9545_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162322-ad54_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162322-5ddc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006162322-90f8_wm.jpg']"
" CH tập thể tầng 1: Số 1 nhà H2 tập thể ngõ 396 Trương Định giá 1,79 tỷ, 66m2, KD tốt",,,,,,,1.79 tỷ,66 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/06/17/20200617150846-de43_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/17/20200617150854-a13b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/06/17/20200617150901-5f1c_wm.jpg']"
" Chỉ 2,95 tỷ bạn đã sở hữu căn hộ 75m2 - 2PN Park Hill, đầy đủ nội thất",,,,,,,2.95 tỷ,75 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917173915-d003_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917173916-05ef_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917173916-0abe_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917173916-a92c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/17/20200917173917-cb03_wm.jpg']"
" Chỉ cần 3 tỷ bạn đã sở hữu căn hộ T10 - 81m2 - 2PN, giá siêu rẻ 3 tỷ bao tên",,,,,,,3 tỷ,81 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164919-92d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164920-3b74_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164920-2440_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164921-3429_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164921-73ac_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/15/20200915164921-dfce_wm.jpg']"
" Chỉ từ 3 tỷ/căn 3PN 108m2, CK 23%, LS 0% 20 tháng, Sunshine Garden cạnh Times City, chỉ từ 28tr/m2","Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,,28.5 triệu/m²,108 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131506-c3c6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131506-8ca5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131506-31e5_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131505-0ad4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131505-1e9d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131505-4974_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131506-b666_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/02/20200902131505-6ff5_wm.jpg']"
" Chỉ với 3,07 tỷ sở hữu ngay CH 2 ngủ sáng 73m2, tòa Park 3 Times City, tầng trung có suất để ôtô",,,,,,,3.07 tỷ,73 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005083421-5e9d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005083429-215c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005083455-e952_wm.jpg']"
" Chỉ với 3,07 tỷ sở hữu ngay CH 2 ngủ sáng 73m2, tòa Park 3 Times City, tầng trung có suất để ôtô",,,,,,,3.07 tỷ,73 m²,02/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111735-d026_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/02/20201002111750-346b_wm.jpg']"
" Chỉ với 3,4 tỷ bạn đã sở hữu căn hộ 95m2 - 3PN Times City. Nhận nhà ngay","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,3.4 tỷ,95 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925155541-ec21_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925155541-dd32_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925155541-fc2e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925155541-bda3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925155541-1cc2_wm.jpg']"
" Chỉ với 3,4 tỷ bạn đã sở hữu ngay căn hộ 95m2 - 3PN Times City, tầng trung hướng nam","Times City, 458, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Nam,3.4 tỷ,95 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102027-83c9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102027-1a4e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102028-1376_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102030-7aed_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102031-eb4f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/30/20200930102032-e585_wm.jpg']"
" Chỉ với 3.07 tỷ sở hữu ngay căn hộ 2PN, 73m2, tòa Park 3 - Times City, tầng trung có suất để ô tô",,,,,,,3.07 tỷ,73 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006112338-289d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006112356-81a7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006112429-94ee_wm.jpg']"
" Chỉ với 3.07tỷ sở hữu ngay căn hộ 2PN, 73m2, tòa Park 3 - Times City, tầng trung có suất để ô tô",,,,,,,3.07 tỷ,73 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003112155-5b3a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003112218-1a07_wm.jpg']"
" Chỉ với 4,05 tỷ bạn đã sở hữu căn hộ 3PN Times City Park Hill. Tầng trung thoáng mát","Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Bắc,4.05 tỷ,90 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/10/20200910162338-1b9c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/10/20200910162338-729d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/10/20200910162338-acd1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/10/20200910162338-8365_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/10/20200910162338-f7c6_wm.jpg']"
" Chỉ với 4.2 tỷ bạn sở hữu căn hộ đẳng cấp ở Times City căn góc 110m2, nhà mới đẹp. LH 0903 450 893",,,,,,,4.2 tỷ,110 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918205015-2b1d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918205015-9b33_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918205015-fcd2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/18/20200918205015-e73b_wm.jpg']"
" Chỉ với 5,15 tỷ bạn đã sở hữu căn hộ 118.5m2 - 3PN Park Hill Premium, full nội thất",,,,,,,5.15 tỷ,118.5 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164348-fdd2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164346-a51f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164347-6da2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164347-5678_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164347-72f1_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/14/20200914164348-1f3d_wm.jpg']"
 Chiết khấu cực sốc chỉ có tại Sunshine Garden - Tặng 200 triệu - CK 10%. LH: 0866083003,,,,,,,3.4 tỷ,108 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145600-7551_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145619-ecb7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145636-4fdb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145651-bb0f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145706-4cbc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/20201006145726-72fc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/06/DTakbH9r/20201006154808-f972_wm.jpg']"
" Chính chủ bán 105m2, 3PN, tòa D, tầng 20 - Imperia Sky Garden, cắt lỗ 300tr",,,,,,,Thỏa thuận,105 m²,02/10/2020,[]
" Chính chủ bán căn 1 phòng ngủ + 1 PN, tại tòa T08, Times City",,,,,,,2.15 tỷ,53.4 m²,28/09/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105844-e92f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105845-56c0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105846-af9d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105846-e732_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105845-f13e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105843-622b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105842-8ef8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105845-bb33_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105846-45e0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105845-732d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105845-45d6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105843-23eb_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105843-200e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105843-927e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/28/WUgtgUEF/20200928105844-c16e_wm.jpg']"
 Chính chủ bán căn 1 phòng ngủ 84m2 Vincom 191 Bà Triệu - LH 0944266333 - 0946053050,,,,,,,6.6 tỷ,84 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092842-971a_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092842-6642_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092843-d64c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092843-1870_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092843-fcd6_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092843-1300_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092843-55e0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2018/11/26/20181126092852-5309_wm.jpg']"
" Chính chủ bán căn 108m2, 2PN rộng tại T02 Times City, giá chỉ 3.5 tỷ bao phí. Lh. 0962984823",,,,,,,3.5 tỷ,108 m²,05/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005155054-985b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005155112-6fe3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005155112-9175_wm.jpg']"
" Chính chủ bán căn 113m2 tại Park 07 Park Hill Times City, giá 5.2 tỷ bao phí. LH 0962984823","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,5.2 tỷ,113 m²,07/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007183445-0fc2_wm.jpg']
" Chính chủ bán căn 113m2 tại Park 07 Park Hill Times City, giá 5.2 tỷ bao phí. LH 0962984823","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,5.2 tỷ,113 m²,03/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003085257-460c_wm.jpg']
" Chính chủ bán căn 113m2 tại Park 07 Park Hill Times City, giá 5.2 tỷ bao phí. LH. 0962984823",,,,,,,5.2 tỷ,113 m²,05/10/2020,[]
" Chính chủ bán căn 2 ngủ, 74m2, chung cư 378, 2,88 tỷ, full đồ, đã có phí bảo trì",,,,,,,2.88 tỷ,74 m²,07/10/2020,[]
" Chính chủ bán căn 2PN 100m2 - tầng 20 - view sông Hồng - ban công Đông Nam, 5.3 tỷ (thương lượng)",,,,,,,5.3 tỷ,100 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/08/01/20200801142755-586f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/01/20200801142813-f8ef_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/08/01/20200801142813-fe03_wm.jpg']"
" Chính chủ bán căn 3PN + 1 kho, tầng 22, view sông Hồng vip tại Sun Grand City Ancora, 6,8 tỷ",,,,,,,6.8 tỷ,3 PN,06/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/09/26/20200926092116-d0a6_wm.jpg']
 Chính chủ bán căn 3PN giá tốt nhất dự án Sunshine Garden - ban công Bắc - miễn phí 2 năm dịch vụ,,,,,,,3 tỷ,114 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-269e_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-46bc_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-5b5c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-7134_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-f1fa_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/09/20200709183007-a570_wm.jpg']"
 Chính chủ bán căn 3PN giá tốt nhất dự án Sunshine Garden - ban công Nam - miễn phí 2 năm dịch vụ,,,,,,,3.1 tỷ,114 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142441-2b6d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142441-0ed4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142442-26d2_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142442-9ea9_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142442-8d8f_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142442-4ec3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142528-065c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/05/20200705142528-98cb_wm.jpg']"
" Chính chủ bán căn 3PN, 94,3m2, giá 2,95 tỷ",,,,,,,2.95 tỷ,94.3 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003134026-8094_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003134039-2015_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003134044-ef45_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/03/20201003134050-974e_wm.jpg']"
" Chính chủ bán căn 90m2, tầng 15, toà T1 chung cư Sun Grand City Lương Yên, giá 4.8 tỷ (đủ nội thất)","Dự án Sun Grand City Ancora Residence, Đường Lương Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,2 (phÃ²ng),2 (phÃ²ng),,,4.8 tỷ,90 m²,03/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/12/20200912093105-833c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/12/20200912093104-d80b_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/12/20200912093105-d98d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/12/20200912093105-22f0_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/12/20200912093105-1c74_wm.jpg']"
" Chính chủ bán căn góc 115m2, 3PN T10 Times City, view nhạc nước, giá 4.92 tỷ bao phí. 0962984823",,,,,,,4.92 tỷ,115 m²,01/10/2020,[]
" Chính chủ bán căn góc 115m2, 3PN tại T18 Times City, hướng ĐN, giá 4.55 tỷ full đồ. LH 0962984823",,,,,,,4.55 tỷ,115 m²,05/10/2020,['https://file4.batdongsan.com.vn/resize/745x510/2020/10/05/20201005172324-d98f_wm.jpg']
" Chính chủ bán căn góc 115m2, 3PN tại T18 Times City, hướng ĐN, giá 4.55 tỷ. LH 0962984823","Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán căn hộ chung cư,3 (phÃ²ng),2 (phÃ²ng),,Đông-Nam,4.55 tỷ,115 m²,07/10/2020,[]
" Chính chủ bán căn góc 3PN, T1, view trọn sông Hồng, full đồ đẹp, 125m2. Giá: 7.5 tỷ",,,,,,,7.5 tỷ,125 m²,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/20200707155756-949d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/20200707155756-ac2c_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/07/20200707155756-e315_wm.jpg']"
" Chính chủ bán căn hộ 132m2, 2PN full nội thất chung cư Vincom 191 Bà Triệu, LH: 0915752762",,,,,,,9.5 tỷ,132 m²,01/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095914-bc57_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095914-37a7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095915-4617_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095914-fe74_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095915-a855_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095914-35a7_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095915-4dd8_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/01/20201001095914-0c18_wm.jpg']"
 Chính chủ bán căn hộ 2 PN Park Hill Times City,,,,,,,3.15 tỷ,80 m²,10/07/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/07/10/20200710103953-a6be_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/10/20200710104020-b930_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/07/10/20200710104033-622c_wm.jpg']"
" Chính chủ bán căn hộ 2PN 423 Minh Khai, full nội thất. LH: 0929260999",,,,,,,2.95 tỷ,76.85 m²,04/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004113540-1330_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004113540-e347_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004113540-efc4_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/04/20201004113540-40ca_wm.jpg']"
" Chính chủ bán căn hộ 2PN, 76m2, full nội thất, Imperia Sky Garden",,,,,,,2.78 tỷ,76 m²,02/10/2020,[]
" Chính chủ bán căn hộ 3 ngủ, tầng cao full nội thất như hình tại Hoà Bình Green City. Đã có sổ",,,,,,,3.15 tỷ,3 PN,07/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007170231-bd45_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007170232-6e6d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007170233-ef12_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007170257-a7dd_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/10/07/20201007170257-0671_wm.jpg']"
 Chính chủ bán căn hộ 3 phòng ngủ 94m2 chung cư 536A Minh Khai - Hai Bà Trưng - Hà Nội,,,,,,,28.5 triệu/m²,94 m²,06/10/2020,"['https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101911-4a9d_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101908-fad3_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101911-5f86_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101908-0296_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101909-5f63_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101911-c902_wm.jpg', 'https://file4.batdongsan.com.vn/resize/745x510/2020/09/25/20200925101911-6bbe_wm.jpg']"
